Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),140,Central African Republic,2008,9.25,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),140,Central African Republic,2009,9.25,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),140,Central African Republic,2010,9.25,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),140,Central African Republic,2011,9.25,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),140,Central African Republic,2012,9.25,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),140,Central African Republic,2013,9.25,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),140,Central African Republic,2014,9.25,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),140,Central African Republic,2015,9.25,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),140,Central African Republic,2016,9.25,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2000,9.44,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2001,10.49,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2002,10.49,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2003,10.49,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2004,19.54,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2005,19.54,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2006,17.62,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2007,8.89,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2008,13.93,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2009,8.96,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2010,11.79,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2011,7.9,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2012,7.96,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2013,9.84,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2014,7.91,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2015,7.57,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),144,Sri Lanka,2016,7.57,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2000,26.35,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2001,26.83,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2002,30.07,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2003,37.85,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2004,37.51,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2005,16.14,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2006,14.34,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2007,11.25,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2008,19.43,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2009,17.23,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2010,21.04,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2011,18.63,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2012,12.8,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2013,15.96,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2014,17.88,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2015,17.84,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),152,Chile,2016,17.84,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2000,42.88,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2001,42.73,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2002,43.88,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2003,43.65,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2004,43.14,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2005,42.44,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2006,42.33,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2007,42.07,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2008,41.38,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2009,41.38,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2010,41.38,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2011,41.45,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2012,41.45,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2013,41.45,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2014,41.45,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2015,41.45,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),156,China,2016,41.45,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2000,21.94,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2001,22.19,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2002,22.11,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2003,21.42,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2004,20.81,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2005,20.92,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2006,20.25,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2007,19.91,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2008,20.02,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2009,20.98,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2010,25.06,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2011,21.06,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2012,21.4,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2013,21.16,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2014,21.97,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2015,22.91,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),170,Colombia,2016,22.78,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2000,10.4,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2001,11.89,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2002,13.14,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2003,13.14,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2004,13.14,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2005,13.14,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2006,2.42,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2007,2.42,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2008,2.42,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2009,2.42,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2010,2.42,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2011,2.42,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2012,2.42,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2013,2.42,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2014,2.42,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2015,2.42,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),178,Congo,2016,2.42,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2000,18.76,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2001,16.71,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2002,17.19,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2003,16.75,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2004,16.8,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2005,16.71,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2006,19.73,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2007,19.1,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2008,17.92,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2009,16.24,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2010,14.58,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2011,14.53,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2012,22.85,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2013,23.12,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2014,21.22,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2015,20.82,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),188,Costa Rica,2016,20.82,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2000,10.9,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2001,10.9,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2002,10.9,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2003,7.24,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2004,7.24,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2005,7.24,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2006,7.24,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2007,7.24,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2008,33.66,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2009,33.67,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2010,37.55,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2011,34.49,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2012,33.78,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2013,32.36,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2014,32.39,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2015,34.21,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),191,Croatia,2016,30.77,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),196,Cyprus,2000,11.88,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),196,Cyprus,2001,12.04,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),196,Cyprus,2002,11.77,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),196,Cyprus,2003,10.92,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
